"datetime	do_perc	temp_c"
"2/12/2019 2:00	10.67	7.8"
"2/12/2019 2:15	10.75	7.78"
"2/12/2019 2:30	10.73	7.76"
"2/12/2019 2:45	10.72	7.72"
"2/12/2019 3:00	10.72	7.7"
"2/12/2019 3:15	10.7	7.68"
"2/12/2019 3:30	10.69	7.66"
"2/12/2019 3:45	9.83	7.64"
"2/12/2019 4:00	10.69	7.62"
"2/12/2019 4:15	10.67	7.6"
"2/12/2019 4:30	10.67	7.58"
"2/12/2019 4:45	10.67	7.56"
"2/12/2019 5:00	10.66	7.54"
"2/12/2019 5:15	10.65	7.5"
"2/12/2019 5:30	10.62	7.48"
"2/12/2019 5:45	10.39	7.46"
"2/12/2019 6:00	10.64	7.44"
"2/12/2019 6:15	10.64	7.42"
"2/12/2019 6:30	10.63	7.4"
"2/12/2019 6:45	10.62	7.38"
"2/12/2019 7:00	10.56	7.36"
"2/12/2019 7:15	10.62	7.34"
"2/12/2019 7:30	10.62	7.32"
"2/12/2019 7:45	10.62	7.3"
"2/12/2019 8:00	10.63	7.28"
"2/12/2019 8:15	10.62	7.26"
"2/12/2019 8:30	10.63	7.26"
"2/12/2019 8:45	10.64	7.24"
"2/12/2019 9:00	10.62	7.24"
"2/12/2019 9:15	10.65	7.22"
"2/12/2019 9:30	10.66	7.22"
"2/12/2019 9:45	10.66	7.24"
"2/12/2019 10:00	10.67	7.24"
"2/12/2019 10:15	10.68	7.26"
"2/12/2019 10:30	10.7	7.26"
"2/12/2019 10:45	10.71	7.28"
"2/12/2019 11:00	10.71	7.28"
"2/12/2019 11:15	10.72	7.3"
"2/12/2019 11:30	10.75	7.3"
"2/12/2019 11:45	10.73	7.3"
"2/12/2019 12:00	10.73	7.32"
"2/12/2019 12:15	10.76	7.32"
"2/12/2019 12:30	10.77	7.32"
"2/12/2019 12:45	10.72	7.34"
"2/12/2019 13:00	10.78	7.36"
"2/12/2019 13:15	10.8	7.36"
"2/12/2019 13:30	10.8	7.38"
"2/12/2019 13:45	10.81	7.38"
"2/12/2019 14:00	10.82	7.4"
"2/12/2019 14:15	10.82	7.4"
"2/12/2019 14:30	10.82	7.4"
"2/12/2019 14:45	10.84	7.42"
"2/12/2019 15:00	10.85	7.42"
"2/12/2019 15:15	10.84	7.4"
"2/12/2019 15:30	10.85	7.4"
"2/12/2019 15:45	10.84	7.4"
"2/12/2019 16:00	10.83	7.38"
"2/12/2019 16:15	10.86	7.38"
"2/12/2019 16:30	10.85	7.38"
"2/12/2019 16:45	10.86	7.38"
"2/12/2019 17:00	10.87	7.36"
"2/12/2019 17:15	10.87	7.36"
"2/12/2019 17:30	10.86	7.36"
"2/12/2019 17:45	10.87	7.34"
"2/12/2019 18:00	10.87	7.34"
"2/12/2019 18:15	10.86	7.32"
"2/12/2019 18:30	10.87	7.32"
"2/12/2019 18:45	10.87	7.32"
"2/12/2019 19:00	10.87	7.3"
"2/12/2019 19:15	10.86	7.3"
"2/12/2019 19:30	10.85	7.3"
"2/12/2019 19:45	10.88	7.3"
"2/12/2019 20:00	10.88	7.28"
"2/12/2019 20:15	10.87	7.28"
"2/12/2019 20:30	10.88	7.28"
"2/12/2019 20:45	10.88	7.28"
"2/12/2019 21:00	10.88	7.28"
"2/12/2019 21:15	10.87	7.28"
"2/12/2019 21:30	10.84	7.28"
"2/12/2019 21:45	10.87	7.28"
"2/12/2019 22:00	10.85	7.28"
"2/12/2019 22:15	10.86	7.28"
"2/12/2019 22:30	10.87	7.28"
"2/12/2019 22:45	10.87	7.28"
"2/12/2019 23:00	10.86	7.28"
"2/12/2019 23:15	10.86	7.28"
"2/12/2019 23:30	10.85	7.3"
"2/12/2019 23:45	10.84	7.3"
"2/13/2019 0:00	10.81	7.3"
"2/13/2019 0:15	10.78	7.3"
"2/13/2019 0:30	10.82	7.3"
"2/13/2019 0:45	10.82	7.3"
"2/13/2019 1:00	10.81	7.3"
"2/13/2019 1:15	10.82	7.3"
"2/13/2019 1:30	10.8	7.3"
"2/13/2019 1:45	10.76	7.3"
"2/13/2019 2:00	10.71	7.3"
"2/13/2019 2:15	10.75	7.3"
"2/13/2019 2:30	10.78	7.3"
"2/13/2019 2:45	10.78	7.3"
"2/13/2019 3:00	10.79	7.32"
"2/13/2019 3:15	10.76	7.32"
"2/13/2019 3:30	10.73	7.32"
"2/13/2019 3:45	10.7	7.32"
"2/13/2019 4:00	10.71	7.34"
"2/13/2019 4:15	10.71	7.34"
"2/13/2019 4:30	10.7	7.34"
"2/13/2019 4:45	10.73	7.34"
"2/13/2019 5:00	10.75	7.34"
"2/13/2019 5:15	10.72	7.34"
"2/13/2019 5:30	10.73	7.34"
"2/13/2019 5:45	10.76	7.32"
"2/13/2019 6:00	10.76	7.32"
"2/13/2019 6:15	10.76	7.32"
"2/13/2019 6:30	10.79	7.3"
"2/13/2019 6:45	10.81	7.3"
"2/13/2019 7:00	10.83	7.28"
"2/13/2019 7:15	10.82	7.28"
"2/13/2019 7:30	10.82	7.28"
"2/13/2019 7:45	10.81	7.28"
"2/13/2019 8:00	10.77	7.28"
"2/13/2019 8:15	10.77	7.28"
"2/13/2019 8:30	10.76	7.28"
"2/13/2019 8:45	10.77	7.3"
"2/13/2019 9:00	10.8	7.3"
"2/13/2019 9:15	10.82	7.3"
"2/13/2019 9:30	10.86	7.32"
"2/13/2019 9:45	10.87	7.32"
"2/13/2019 10:00	10.88	7.34"
"2/13/2019 10:15	10.91	7.36"
"2/13/2019 10:30	10.91	7.4"
"2/13/2019 10:45	10.88	7.42"
"2/13/2019 11:00	10.88	7.46"
"2/13/2019 11:15	10.85	7.48"
"2/13/2019 11:30	10.87	7.5"
"2/13/2019 11:45	10.88	7.52"
"2/13/2019 12:00	10.87	7.52"
"2/13/2019 12:15	10.92	7.52"
"2/13/2019 12:30	10.94	7.54"
"2/13/2019 12:45	10.95	7.56"
"2/13/2019 13:00	10.95	7.58"
"2/13/2019 13:15	10.94	7.62"
"2/13/2019 13:30	10.96	7.62"
"2/13/2019 13:45	10.96	7.64"
"2/13/2019 14:00	10.99	7.66"
"2/13/2019 14:15	10.99	7.66"
"2/13/2019 14:30	10.98	7.68"
"2/13/2019 14:45	10.99	7.7"
"2/13/2019 15:00	11	7.74"
"2/13/2019 15:15	10.98	7.76"
"2/13/2019 15:30	10.99	7.78"
"2/13/2019 15:45	10.96	7.82"
"2/13/2019 16:00	10.95	7.86"
"2/13/2019 16:15	10.96	7.86"
"2/13/2019 16:30	10.97	7.88"
"2/13/2019 16:45	10.94	7.92"
"2/13/2019 17:00	10.96	7.92"
"2/13/2019 17:15	10.95	7.92"
"2/13/2019 17:30	10.93	7.94"
"2/13/2019 17:45	10.94	7.96"
"2/13/2019 18:00	10.93	7.96"
"2/13/2019 18:15	10.89	7.98"
"2/13/2019 18:30	10.91	7.98"
"2/13/2019 18:45	10.92	7.98"
"2/13/2019 19:00	10.92	8"
"2/13/2019 19:15	10.88	8"
"2/13/2019 19:30	10.89	8.02"
"2/13/2019 19:45	10.89	8.02"
"2/13/2019 20:00	10.89	8.04"
"2/13/2019 20:15	10.92	8.06"
"2/13/2019 20:30	10.93	8.08"
"2/13/2019 20:45	10.93	8.08"
"2/13/2019 21:00	10.95	8.1"
"2/13/2019 21:15	10.93	8.12"
"2/13/2019 21:30	10.96	8.14"
"2/13/2019 21:45	10.97	8.14"
"2/13/2019 22:00	11.01	8.16"
"2/13/2019 22:15	11.01	8.18"
"2/13/2019 22:30	11	8.2"
"2/13/2019 22:45	11.03	8.22"
"2/13/2019 23:00	11.05	8.24"
"2/13/2019 23:15	11.02	8.28"
"2/13/2019 23:30	10.98	8.3"
"2/13/2019 23:45	10.98	8.34"
"2/14/2019 0:00	10.96	8.4"
"2/14/2019 0:15	10.89	8.46"
"2/14/2019 0:30	10.85	8.54"
"2/14/2019 0:45	10.8	8.64"
"2/14/2019 1:00	10.78	8.72"
"2/14/2019 1:15	10.75	8.82"
"2/14/2019 1:30	10.69	8.9"
"2/14/2019 1:45	10.68	8.98"
"2/14/2019 2:00	10.61	9.08"
"2/14/2019 2:15	10.57	9.16"
"2/14/2019 2:30	10.52	9.24"
"2/14/2019 2:45	10.48	9.3"
"2/14/2019 3:00	10.44	9.36"
"2/14/2019 3:15	10.42	9.44"
"2/14/2019 3:30	10.39	9.5"
"2/14/2019 3:45	10.36	9.54"
"2/14/2019 4:00	10.34	9.6"
"2/14/2019 4:15	10.32	9.64"
"2/14/2019 4:30	10.29	9.7"
"2/14/2019 4:45	10.24	9.74"
"2/14/2019 5:00	10.21	9.78"
"2/14/2019 5:15	10.18	9.84"
"2/14/2019 5:30	10.17	9.88"
"2/14/2019 5:45	10.15	9.92"
"2/14/2019 6:00	10.12	9.96"
"2/14/2019 6:15	10.09	10.02"
"2/14/2019 6:30	10.07	10.06"
"2/14/2019 6:45	10.07	10.1"
"2/14/2019 7:00	10.06	10.12"
"2/14/2019 7:15	10.05	10.16"
"2/14/2019 7:30	10.07	10.2"
"2/14/2019 7:45	10.06	10.22"
"2/14/2019 8:00	10.06	10.24"
"2/14/2019 8:15	10.08	10.24"
"2/14/2019 8:30	10.08	10.26"
"2/14/2019 8:45	10.1	10.26"
"2/14/2019 9:00	10.14	10.26"
"2/14/2019 9:15	10.15	10.24"
"2/14/2019 9:30	10.17	10.24"
"2/14/2019 9:45	10.17	10.28"
"2/14/2019 10:00	10.2	10.3"
"2/14/2019 10:15	10.22	10.34"
"2/14/2019 10:30	10.21	10.36"
"2/14/2019 10:45	10.24	10.36"
"2/14/2019 11:00	10.28	10.34"
"2/14/2019 11:15	10.28	10.3"
"2/14/2019 11:30	10.3	10.28"
"2/14/2019 11:45	10.31	10.26"
"2/14/2019 12:00	10.34	10.26"
"2/14/2019 12:15	10.35	10.28"
"2/14/2019 12:30	10.36	10.3"
"2/14/2019 12:45	10.35	10.3"
"2/14/2019 13:00	10.38	10.3"
"2/14/2019 13:15	10.37	10.3"
"2/14/2019 13:30	10.38	10.28"
"2/14/2019 13:45	10.39	10.3"
"2/14/2019 14:00	10.38	10.34"
"2/14/2019 14:15	10.4	10.36"
"2/14/2019 14:30	10.4	10.4"
"2/14/2019 14:45	10.39	10.42"
"2/14/2019 15:00	10.38	10.44"
"2/14/2019 15:15	10.38	10.46"
"2/14/2019 15:30	10.36	10.48"
"2/14/2019 15:45	10.35	10.5"
"2/14/2019 16:00	10.34	10.52"
"2/14/2019 16:15	10.32	10.52"
"2/14/2019 16:30	10.31	10.52"
"2/14/2019 16:45	10.25	10.52"
"2/14/2019 17:00	10.23	10.52"
"2/14/2019 17:15	10.19	10.5"
"2/14/2019 17:30	10.15	10.5"
"2/14/2019 17:45	10.1	10.48"
"2/14/2019 18:00	10.05	10.46"
"2/14/2019 18:15	9.99	10.46"
"2/14/2019 18:30	9.96	10.44"
"2/14/2019 18:45	9.93	10.44"
"2/14/2019 19:00	9.91	10.42"
"2/14/2019 19:15	9.89	10.4"
"2/14/2019 19:30	9.86	10.4"
"2/14/2019 19:45	9.81	10.38"
"2/14/2019 20:00	9.8	10.38"
"2/14/2019 20:15	9.77	10.36"
"2/14/2019 20:30	9.69	10.34"
"2/14/2019 20:45	9.69	10.34"
"2/14/2019 21:00	9.69	10.36"
"2/14/2019 21:15	9.66	10.36"
"2/14/2019 21:30	9.61	10.36"
"2/14/2019 21:45	9.57	10.36"
"2/14/2019 22:00	9.55	10.34"
"2/14/2019 22:15	9.57	10.34"
"2/14/2019 22:30	9.58	10.34"
"2/14/2019 22:45	9.58	10.34"
"2/14/2019 23:00	9.57	10.34"
"2/14/2019 23:15	9.58	10.32"
"2/14/2019 23:30	9.59	10.34"
"2/14/2019 23:45	9.59	10.34"
"2/15/2019 0:00	9.59	10.34"
"2/15/2019 0:15	9.58	10.32"
"2/15/2019 0:30	9.56	10.32"
"2/15/2019 0:45	9.57	10.32"
"2/15/2019 1:00	9.58	10.3"
"2/15/2019 1:15	9.57	10.28"
"2/15/2019 1:30	9.57	10.28"
"2/15/2019 1:45	9.58	10.26"
"2/15/2019 2:00	9.61	10.24"
"2/15/2019 2:15	9.61	10.22"
"2/15/2019 2:30	9.59	10.22"
"2/15/2019 2:45	9.6	10.2"
"2/15/2019 3:00	9.62	10.18"
"2/15/2019 3:15	9.62	10.16"
"2/15/2019 3:30	9.65	10.14"
"2/15/2019 3:45	9.65	10.14"
"2/15/2019 4:00	9.65	10.12"
"2/15/2019 4:15	9.64	10.12"
"2/15/2019 4:30	9.67	10.1"
"2/15/2019 4:45	9.66	10.1"
"2/15/2019 5:00	9.66	10.08"
"2/15/2019 5:15	9.65	10.08"
"2/15/2019 5:30	9.67	10.06"
"2/15/2019 5:45	9.65	10.04"
"2/15/2019 6:00	9.64	10.04"
"2/15/2019 6:15	9.64	10.02"
"2/15/2019 6:30	9.62	10.02"
"2/15/2019 6:45	9.61	10"
"2/15/2019 7:00	9.62	10"
"2/15/2019 7:15	9.6	9.98"
"2/15/2019 7:30	9.6	9.96"
"2/15/2019 7:45	9.58	9.94"
"2/15/2019 8:00	9.58	9.94"
"2/15/2019 8:15	9.57	9.92"
"2/15/2019 8:30	9.58	9.9"
"2/15/2019 8:45	9.57	9.9"
"2/15/2019 9:00	9.58	9.88"
"2/15/2019 9:15	9.57	9.86"
"2/15/2019 9:30	9.59	9.86"
"2/15/2019 9:45	9.6	9.84"
"2/15/2019 10:00	9.59	9.84"
"2/15/2019 10:15	9.61	9.82"
"2/15/2019 10:30	9.61	9.82"
"2/15/2019 10:45	9.62	9.8"
"2/15/2019 11:00	9.64	9.8"
"2/15/2019 11:15	9.67	9.8"
"2/15/2019 11:30	9.67	9.8"
"2/15/2019 11:45	9.67	9.78"
"2/15/2019 12:00	9.72	9.74"
"2/15/2019 12:15	9.77	9.7"
"2/15/2019 12:30	9.81	9.68"
"2/15/2019 12:45	9.84	9.64"
"2/15/2019 13:00	9.86	9.62"
"2/15/2019 13:15	9.88	9.58"
"2/15/2019 13:30	9.92	9.54"
"2/15/2019 13:45	9.94	9.5"
"2/15/2019 14:00	9.93	9.5"
"2/15/2019 14:15	9.92	9.48"
"2/15/2019 14:30	9.96	9.44"
"2/15/2019 14:45	9.99	9.44"
"2/15/2019 15:00	10	9.46"
"2/15/2019 15:15	10.03	9.44"
"2/15/2019 15:30	10.06	9.42"
"2/15/2019 15:45	10.07	9.4"
"2/15/2019 16:00	10.1	9.34"
"2/15/2019 16:15	10.13	9.3"
"2/15/2019 16:30	10.14	9.28"
"2/15/2019 16:45	10.14	9.24"
"2/15/2019 17:00	10.15	9.22"
"2/15/2019 17:15	10.17	9.2"
"2/15/2019 17:30	10.17	9.18"
"2/15/2019 17:45	10.18	9.16"
"2/15/2019 18:00	10.18	9.16"
"2/15/2019 18:15	10.19	9.14"
"2/15/2019 18:30	10.2	9.12"
"2/15/2019 18:45	10.2	9.1"
"2/15/2019 19:00	10.22	9.1"
"2/15/2019 19:15	10.22	9.08"
"2/15/2019 19:30	10.24	9.06"
"2/15/2019 19:45	10.28	9.06"
"2/15/2019 20:00	10.3	9.04"
"2/15/2019 20:15	10.31	9.02"
"2/15/2019 20:30	10.32	9"
"2/15/2019 20:45	10.34	8.98"
"2/15/2019 21:00	10.36	8.98"
"2/15/2019 21:15	10.34	8.96"
"2/15/2019 21:30	10.39	8.92"
"2/15/2019 21:45	10.4	8.9"
"2/15/2019 22:00	10.42	8.88"
"2/15/2019 22:15	10.42	8.86"
"2/15/2019 22:30	10.47	8.84"
"2/15/2019 22:45	10.46	8.82"
"2/15/2019 23:00	10.49	8.8"
"2/15/2019 23:15	10.49	8.78"
"2/15/2019 23:30	10.51	8.76"
"2/15/2019 23:45	10.52	8.76"
"2/16/2019 0:00	10.52	8.74"
"2/16/2019 0:15	10.53	8.72"
"2/16/2019 0:30	10.54	8.7"
"2/16/2019 0:45	10.54	8.7"
"2/16/2019 1:00	10.57	8.68"
"2/16/2019 1:15	10.56	8.66"
"2/16/2019 1:30	10.58	8.66"
"2/16/2019 1:45	10.58	8.64"
"2/16/2019 2:00	10.57	8.62"
"2/16/2019 2:15	10.6	8.62"
"2/16/2019 2:30	10.6	8.6"
"2/16/2019 2:45	10.58	8.6"
"2/16/2019 3:00	10.61	8.58"
"2/16/2019 3:15	10.58	8.58"
"2/16/2019 3:30	10.6	8.56"
"2/16/2019 3:45	10.6	8.56"
"2/16/2019 4:00	10.61	8.54"
"2/16/2019 4:15	10.61	8.54"
"2/16/2019 4:30	10.6	8.52"
"2/16/2019 4:45	10.6	8.52"
"2/16/2019 5:00	10.61	8.5"
"2/16/2019 5:15	10.6	8.48"
"2/16/2019 5:30	10.62	8.48"
"2/16/2019 5:45	10.62	8.46"
"2/16/2019 6:00	10.62	8.46"
"2/16/2019 6:15	10.62	8.44"
"2/16/2019 6:30	10.63	8.42"
"2/16/2019 6:45	10.62	8.4"
"2/16/2019 7:00	10.63	8.4"
"2/16/2019 7:15	10.62	8.38"
"2/16/2019 7:30	10.64	8.36"
"2/16/2019 7:45	10.65	8.36"
"2/16/2019 8:00	10.64	8.36"
"2/16/2019 8:15	10.65	8.34"
"2/16/2019 8:30	10.65	8.32"
"2/16/2019 8:45	10.65	8.32"
"2/16/2019 9:00	10.65	8.34"
"2/16/2019 9:15	10.66	8.34"
"2/16/2019 9:30	10.66	8.36"
"2/16/2019 9:45	10.67	8.36"
"2/16/2019 10:00	10.68	8.36"
"2/16/2019 10:15	10.68	8.38"
"2/16/2019 10:30	10.68	8.4"
"2/16/2019 10:45	10.67	8.42"
"2/16/2019 11:00	10.7	8.42"
"2/16/2019 11:15	10.7	8.44"
"2/16/2019 11:30	10.71	8.46"
"2/16/2019 11:45	10.71	8.5"
"2/16/2019 12:00	10.7	8.54"
"2/16/2019 12:15	10.71	8.58"
"2/16/2019 12:30	10.72	8.62"
"2/16/2019 12:45	10.72	8.64"
"2/16/2019 13:00	10.72	8.66"
"2/16/2019 13:15	10.71	8.66"
"2/16/2019 13:30	10.72	8.66"
"2/16/2019 13:45	10.73	8.68"
"2/16/2019 14:00	10.75	8.7"
"2/16/2019 14:15	10.73	8.72"
"2/16/2019 14:30	10.73	8.74"
"2/16/2019 14:45	10.73	8.76"
"2/16/2019 15:00	10.75	8.76"
"2/16/2019 15:15	10.75	8.78"
"2/16/2019 15:30	10.76	8.82"
"2/16/2019 15:45	10.76	8.82"
"2/16/2019 16:00	10.75	8.82"
"2/16/2019 16:15	10.73	8.82"
"2/16/2019 16:30	10.73	8.8"
"2/16/2019 16:45	10.73	8.8"
"2/16/2019 17:00	10.71	8.78"
"2/16/2019 17:15	10.72	8.76"
"2/16/2019 17:30	10.71	8.76"
"2/16/2019 17:45	10.73	8.72"
"2/16/2019 18:00	10.71	8.7"
"2/16/2019 18:15	10.71	8.68"
"2/16/2019 18:30	10.73	8.66"
"2/16/2019 18:45	10.72	8.66"
"2/16/2019 19:00	10.7	8.64"
"2/16/2019 19:15	10.71	8.64"
"2/16/2019 19:30	10.7	8.62"
"2/16/2019 19:45	10.7	8.6"
"2/16/2019 20:00	10.64	8.6"
"2/16/2019 20:15	10.65	8.58"
"2/16/2019 20:30	10.67	8.58"
"2/16/2019 20:45	10.67	8.56"
"2/16/2019 21:00	10.68	8.56"
"2/16/2019 21:15	10.68	8.54"
"2/16/2019 21:30	10.68	8.54"
"2/16/2019 21:45	10.66	8.52"
"2/16/2019 22:00	10.64	8.52"
"2/16/2019 22:15	10.62	8.5"
"2/16/2019 22:30	10.55	8.5"
"2/16/2019 22:45	10.56	8.48"
"2/16/2019 23:00	10.6	8.46"
"2/16/2019 23:15	10.55	8.46"
"2/16/2019 23:30	10.57	8.44"
"2/16/2019 23:45	10.55	8.42"
"2/17/2019 0:00	10.57	8.4"
"2/17/2019 0:15	10.55	8.4"
"2/17/2019 0:30	10.47	8.38"
"2/17/2019 0:45	7.92	8.36"
"2/17/2019 1:00	10.45	8.36"
"2/17/2019 1:15	10.01	8.34"
"2/17/2019 1:30	10.49	8.34"
"2/17/2019 1:45	10.47	8.32"
"2/17/2019 2:00	10.4	8.3"
"2/17/2019 2:15	10.31	8.28"
"2/17/2019 2:30	10.46	8.28"
"2/17/2019 2:45	10.45	8.26"
"2/17/2019 3:00	10.46	8.26"
"2/17/2019 3:15	10.42	8.24"
"2/17/2019 3:30	10.45	8.24"
"2/17/2019 3:45	10.44	8.24"
"2/17/2019 4:00	10.45	8.22"
"2/17/2019 4:15	10.41	8.22"
"2/17/2019 4:30	10.44	8.2"
"2/17/2019 4:45	10.46	8.18"
"2/17/2019 5:00	10.42	8.18"
"2/17/2019 5:15	10.42	8.16"
"2/17/2019 5:30	10.4	8.16"
"2/17/2019 5:45	10.41	8.16"
"2/17/2019 6:00	10.41	8.14"
"2/17/2019 6:15	10.4	8.12"
"2/17/2019 6:30	10.4	8.12"
"2/17/2019 6:45	10.4	8.1"
"2/17/2019 7:00	10.4	8.1"
"2/17/2019 7:15	10.4	8.1"
"2/17/2019 7:30	10.38	8.08"
"2/17/2019 7:45	10.4	8.08"
"2/17/2019 8:00	10.38	8.08"
"2/17/2019 8:15	10.32	8.08"
"2/17/2019 8:30	10.36	8.08"
"2/17/2019 8:45	10.35	8.08"
"2/17/2019 9:00	10.35	8.08"
"2/17/2019 9:15	10.33	8.1"
"2/17/2019 9:30	10.31	8.1"
"2/17/2019 9:45	10.3	8.12"
"2/17/2019 10:00	10.36	8.12"
"2/17/2019 10:15	10.35	8.14"
"2/17/2019 10:30	10.37	8.16"
"2/17/2019 10:45	10.36	8.18"
"2/17/2019 11:00	10.36	8.2"
"2/17/2019 11:15	10.36	8.2"
"2/17/2019 11:30	10.41	8.22"
"2/17/2019 11:45	10.4	8.26"
"2/17/2019 12:00	10.44	8.28"
"2/17/2019 12:15	10.46	8.32"
"2/17/2019 12:30	10.47	8.36"
"2/17/2019 12:45	10.47	8.4"
"2/17/2019 13:00	10.48	8.42"
"2/17/2019 13:15	10.44	8.46"
"2/17/2019 13:30	10.48	8.48"
"2/17/2019 13:45	10.49	8.54"
"2/17/2019 14:00	10.48	8.58"
"2/17/2019 14:15	10.48	8.6"
"2/17/2019 14:30	10.51	8.64"
"2/17/2019 14:45	10.54	8.68"
"2/17/2019 15:00	10.54	8.72"
"2/17/2019 15:15	10.52	8.76"
"2/17/2019 15:30	10.55	8.78"
"2/17/2019 15:45	10.56	8.8"
"2/17/2019 16:00	10.56	8.82"
"2/17/2019 16:15	10.55	8.82"
"2/17/2019 16:30	10.56	8.84"
"2/17/2019 16:45	10.56	8.84"
"2/17/2019 17:00	10.56	8.84"
"2/17/2019 17:15	10.55	8.82"
"2/17/2019 17:30	10.57	8.82"
"2/17/2019 17:45	10.54	8.8"
"2/17/2019 18:00	10.57	8.76"
"2/17/2019 18:15	10.55	8.74"
"2/17/2019 18:30	10.55	8.72"
"2/17/2019 18:45	10.51	8.68"
"2/17/2019 19:00	10.54	8.66"
"2/17/2019 19:15	10.55	8.64"
"2/17/2019 19:30	10.54	8.62"
"2/17/2019 19:45	10.54	8.58"
"2/17/2019 20:00	10.54	8.56"
"2/17/2019 20:15	10.53	8.54"
"2/17/2019 20:30	10.54	8.5"
"2/17/2019 20:45	10.54	8.48"
"2/17/2019 21:00	10.54	8.48"
"2/17/2019 21:15	10.53	8.46"
"2/17/2019 21:30	10.53	8.44"
"2/17/2019 21:45	10.53	8.42"
"2/17/2019 22:00	10.52	8.4"
"2/17/2019 22:15	10.51	8.38"
"2/17/2019 22:30	10.52	8.36"
"2/17/2019 22:45	10.52	8.34"
"2/17/2019 23:00	10.51	8.3"
"2/17/2019 23:15	10.48	8.28"
"2/17/2019 23:30	10.5	8.24"
"2/17/2019 23:45	10.51	8.2"
"2/18/2019 0:00	10.51	8.16"
"2/18/2019 0:15	10.52	8.14"
"2/18/2019 0:30	10.52	8.1"
"2/18/2019 0:45	10.52	8.06"
"2/18/2019 1:00	10.53	8.02"
"2/18/2019 1:15	10.53	7.98"
"2/18/2019 1:30	10.53	7.96"
"2/18/2019 1:45	10.54	7.92"
"2/18/2019 2:00	10.54	7.88"
"2/18/2019 2:15	10.54	7.84"
"2/18/2019 2:30	10.54	7.82"
"2/18/2019 2:45	10.54	7.78"
"2/18/2019 3:00	10.54	7.76"
"2/18/2019 3:15	10.54	7.74"
"2/18/2019 3:30	10.55	7.7"
"2/18/2019 3:45	10.57	7.68"
"2/18/2019 4:00	10.57	7.66"
"2/18/2019 4:15	10.57	7.62"
"2/18/2019 4:30	10.58	7.6"
"2/18/2019 4:45	10.57	7.56"
"2/18/2019 5:00	10.58	7.54"
"2/18/2019 5:15	10.6	7.5"
"2/18/2019 5:30	10.61	7.48"
"2/18/2019 5:45	10.61	7.44"
"2/18/2019 6:00	10.61	7.42"
"2/18/2019 6:15	10.6	7.4"
"2/18/2019 6:30	10.61	7.38"
"2/18/2019 6:45	10.61	7.36"
"2/18/2019 7:00	10.61	7.32"
"2/18/2019 7:15	10.61	7.3"
"2/18/2019 7:30	10.6	7.3"
"2/18/2019 7:45	10.6	7.28"
"2/18/2019 8:00	10.6	7.26"
"2/18/2019 8:15	10.61	7.26"
"2/18/2019 8:30	10.62	7.26"
"2/18/2019 8:45	10.61	7.26"
"2/18/2019 9:00	10.63	7.26"
"2/18/2019 9:15	10.63	7.26"
"2/18/2019 9:30	10.64	7.28"
"2/18/2019 9:45	10.66	7.32"
"2/18/2019 10:00	10.68	7.36"
"2/18/2019 10:15	10.69	7.4"
"2/18/2019 10:30	10.7	7.46"
"2/18/2019 10:45	10.67	7.52"
"2/18/2019 11:00	10.73	7.6"
"2/18/2019 11:15	10.75	7.68"
"2/18/2019 11:30	10.75	7.74"
"2/18/2019 11:45	10.76	7.82"
"2/18/2019 12:00	10.73	7.9"
"2/18/2019 12:15	10.75	7.96"
"2/18/2019 12:30	10.76	8.04"
"2/18/2019 12:45	10.75	8.1"
"2/18/2019 13:00	10.77	8.16"
"2/18/2019 13:15	10.78	8.22"
"2/18/2019 13:30	10.79	8.3"
"2/18/2019 13:45	10.77	8.36"
"2/18/2019 14:00	10.78	8.42"
"2/18/2019 14:15	10.82	8.5"
"2/18/2019 14:30	10.8	8.54"
"2/18/2019 14:45	10.81	8.58"
"2/18/2019 15:00	6.96	8.66"
"2/18/2019 15:15	10.72	8.68"
"2/18/2019 15:30	10.79	8.72"
"2/18/2019 15:45	10.73	8.74"
"2/18/2019 16:00	10.69	8.76"
"2/18/2019 16:15	10.78	8.76"
"2/18/2019 16:30	10.84	8.76"
"2/18/2019 16:45	10.85	8.78"
"2/18/2019 17:00	10.85	8.78"
"2/18/2019 17:15	10.67	8.76"
"2/18/2019 17:30	10.85	8.76"
"2/18/2019 17:45	10.85	8.74"
"2/18/2019 18:00	10.84	8.7"
"2/18/2019 18:15	10.82	8.68"
"2/18/2019 18:30	10.75	8.64"
"2/18/2019 18:45	10.79	8.6"
"2/18/2019 19:00	10.79	8.56"
"2/18/2019 19:15	10.78	8.52"
"2/18/2019 19:30	10.78	8.48"
"2/18/2019 19:45	10.77	8.44"
"2/18/2019 20:00	10.77	8.38"
"2/18/2019 20:15	10.77	8.34"
"2/18/2019 20:30	10.78	8.3"
"2/18/2019 20:45	10.77	8.26"
"2/18/2019 21:00	10.77	8.22"
"2/18/2019 21:15	10.77	8.18"
"2/18/2019 21:30	10.77	8.14"
"2/18/2019 21:45	10.76	8.1"
"2/18/2019 22:00	10.76	8.06"
"2/18/2019 22:15	10.76	8.04"
"2/18/2019 22:30	10.75	8"
"2/18/2019 22:45	10.72	7.98"
"2/18/2019 23:00	10.72	7.96"
"2/18/2019 23:15	10.71	7.94"
"2/18/2019 23:30	10.7	7.9"
"2/18/2019 23:45	10.68	7.88"
"2/19/2019 0:00	10.67	7.86"
"2/19/2019 0:15	10.67	7.84"
