PanID,Site,Date_collected,Volume_Filtered_ml,Pan_g,Pan + Filter (g),Pan + Dried (g),Pan+Ash (g),Ash_wt_g,VSS_gL,VSS_mgL,POC_mgL,DI + Dried (g),,,,,,,,,
20,KNAGGS,2020-02-10,200,1.3103,1.4233,1.4789,1.4729,0.006,0.03,30,15,,,,,,,,,,
22,KNAGGS,2020-02-10,200,1.3142,1.426,1.4938,1.4871,0.0067,0.0335,33.5,16.75,,,,,,,,,,
24,KNAGGS,2020-02-10,200,1.2958,1.4085,1.4665,1.4606,0.0059,0.0295,29.5,14.75,,,,,,,,,,
2,MOK-US-RR,2020-02-18,1400,1.2766,1.3895,1.3938,1.3928,0.001,0.000714286,0.714285714,0.357142857,,,,,,,,,,
3,MOK-US-RR,2020-02-18,1400,1.2888,1.4015,1.4051,1.4043,0.0008,0.000571429,0.571428571,0.285714286,,,,,,,,,,
4,MOK-US-RR,2020-02-18,1400,1.3016,1.4237,1.4271,1.4262,0.0009,0.000642857,0.642857143,0.321428571,,,,,,,,,,
10,BABYMARSH,2020-02-18,1000,1.2902,1.4026,1.4118,1.4103,0.0015,0.0015,1.5,0.75,,,,,,,,,,
11,BABYMARSH,2020-02-18,1200,1.3139,1.4261,1.4373,1.4357,0.0016,0.001333333,1.333333333,0.666666667,,,,,,,,,,
12,BABYMARSH,2020-02-18,1200,1.3026,1.4146,1.423,1.4213,0.0017,0.001416667,1.416666667,0.708333333,,,,,,,,,,
16,COS-BEACH,2020-02-18,1000,1.3055,1.4186,1.4275,1.4261,0.0014,0.0014,1.4,0.7,,,,,,,,,,
17,COS-BEACH,2020-02-18,1000,1.2967,1.4101,1.4199,1.4177,0.0022,0.0022,2.2,1.1,,,,,,,,,,
21,COS-BEACH,2020-02-18,750,1.3025,1.4143,1.4232,1.4216,0.0016,0.002133333,2.133333333,1.066666667,,,,,,,,,,
26,XSSAC,2020-02-20,1000,1.298,1.4099,1.4279,1.4261,0.0018,0.0018,1.8,0.9,,,,,,,,,,
27,XSSAC,2020-02-20,1000,1.2912,1.4046,1.4196,1.4179,0.0017,0.0017,1.7,0.85,,,,,,,,,,
29,XSSAC,2020-02-20,800,1.3031,1.4157,1.4302,1.4286,0.0016,0.002,2,1,,,,,,,,,,
15,BABYMARSH,2020-02-25,925,1.3013,1.4128,1.4199,1.4187,0.0012,0.001297297,1.297297297,0.648648649,,,,,,,,,,
23,BABYMARSH,2020-02-25,925,1.3078,1.4201,1.4287,1.4273,0.0014,0.001513514,1.513513514,0.756756757,,,,,,,,,,
25,BABYMARSH,2020-02-25,925,1.3023,1.4136,1.4212,1.4204,0.0008,0.000864865,0.864864865,0.432432432,,,,,,,,,,
33,XSSAC,2020-02-25,1000,1.2862,1.3984,1.4148,1.4136,0.0012,0.0012,1.2,0.6,,,,,,,,,,
34,XSSAC,2020-02-25,850,1.31,1.4224,1.4366,1.4349,0.0017,0.002,2,1,,,,,,,,,,
41,XSSAC,2020-02-25,800,1.2994,1.4109,1.4259,1.4247,0.0012,0.0015,1.5,0.75,,,,,,,,,,
50,KNAGGS,2020-02-24,350,1.2977,1.4084,1.431,1.4284,0.0026,0.007428571,7.428571429,3.714285714,,,,,,,,,,
52,KNAGGS,2020-02-24,350,1.2951,1.4077,1.4274,1.4252,0.0022,0.006285714,6.285714286,3.142857143,,,,,,,,,,
53,KNAGGS,2020-02-24,350,1.2961,1.4077,1.4307,1.4285,0.0022,0.006285714,6.285714286,3.142857143,,,,,,,,,,
3,KNAGGS,2020-02-20,500,1.2886,1.4022,1.4333,1.4258,0.0075,0.015,15,7.5,,,,,,,,,,
4,KNAGGS,2020-02-20,500,1.3106,1.4233,1.4548,1.4478,0.007,0.014,14,7,,,,,,,,,,
8,KNAGGS,2020-02-20,450,1.2931,1.4067,1.4337,1.4275,0.0062,0.013777778,13.77777778,6.888888889,,,,,,,,,,
66,MOK-US-RR,2020-02-25,1500,1.2801,1.3913,1.396,1.395,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
67,MOK-US-RR,2020-02-25,1500,1.3052,1.4172,1.4217,1.4207,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
68,MOK-US-RR,2020-02-25,1500,1.2772,1.3904,1.3953,1.3943,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
69,COS-BEACH,2020-02-25,500,1.295,1.4072,1.4183,1.4166,0.0017,0.0034,3.4,1.7,,,,,,,,,,
72,COS-BEACH,2020-02-25,500,1.299,1.4104,1.422,1.4201,0.0019,0.0038,3.8,1.9,,,,,,,,,,
73,COS-BEACH,2020-02-25,500,1.2949,1.4062,1.4187,1.4164,0.0023,0.0046,4.6,2.3,,,,,,,,,,
2,KNAGGS,2020-03-02,150,1.2769,1.3897,1.4451,1.4393,0.0058,0.038666667,38.66666667,19.33333333,,,,,,,,,,
10,KNAGGS,2020-03-02,150,1.2901,1.4021,1.4674,1.4606,0.0068,0.045333333,45.33333333,22.66666667,,,,,,,,,,
11,KNAGGS,2020-03-02,150,1.314,1.4259,1.4606,1.4566,0.004,0.026666667,26.66666667,13.33333333,,,,,,,,,,
29,MOK-US-RR,2020-03-03,1500,1.3035,1.4176,1.421,1.4199,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
30,MOK-US-RR,2020-03-03,1500,1.3085,1.4198,1.4237,1.4229,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
31,MOK-US-RR,2020-03-03,1500,1.3058,1.4185,1.4213,1.4207,0.0006,0.0004,0.4,0.2,,,,,,,,,,
46,XSSAC,2020-03-03,1500,1.2969,1.4099,1.425,1.4229,0.0021,0.0014,1.4,0.7,,,,,,,,,,
47,XSSAC,2020-03-03,1500,1.2928,1.4056,1.4233,1.4206,0.0027,0.0018,1.8,0.9,,,,,,,,,,
48,XSSAC,2020-03-03,1000,1.2989,1.4122,1.43,1.428,0.002,0.002,2,1,,,,,,,,,,
54,COS-BEACH,2020-03-03,600,1.2872,1.3994,1.4087,1.4067,0.002,0.003333333,3.333333333,1.666666667,,,,,,,,,,
55,COS-BEACH,2020-03-03,600,1.3012,1.4132,1.4204,1.419,0.0014,0.002333333,2.333333333,1.166666667,,,,,,,,,,
56,COS-BEACH,2020-03-03,600,1.2832,1.3943,1.402,1.4004,0.0016,0.002666667,2.666666667,1.333333333,,,,,,,,,,
4,BABYMARSH,2020-03-03,800,1.3108,1.423,1.4323,1.4304,0.0019,0.002375,2.375,1.1875,,,,,,,,,,
8,BABYMARSH,2020-03-03,800,1.2934,1.4058,1.4132,1.4116,0.0016,0.002,2,1,,,,,,,,,,
12,BABYMARSH,2020-03-03,800,1.3029,1.4153,1.4256,1.4238,0.0018,0.00225,2.25,1.125,,,,,,,,,,
27,MOK-US-RR,2020-03-09,1500,1.2914,1.4051,1.4149,1.4133,0.0016,0.001066667,1.066666667,0.533333333,,,,,,,,,,
43,MOK-US-RR,2020-03-09,1500,1.297,1.4097,1.4157,1.4148,0.0009,0.0006,0.6,0.3,,,,,,,,,,
58,MOK-US-RR,2020-03-09,1500,1.3061,1.4174,1.4244,1.4231,0.0013,0.000866667,0.866666667,0.433333333,,,,,,,,,,
62,XSSAC,2020-03-09,750,1.281,1.3925,1.4054,1.4039,0.0015,0.002,2,1,,,,,,,,,,
63,XSSAC,2020-03-09,750,1.2983,1.4029,1.4182,1.4139,0.0043,0.005733333,5.733333333,2.866666667,,,,,,,,,,
64,XSSAC,2020-03-09,750,1.2765,1.3894,1.4043,1.4024,0.0019,0.002533333,2.533333333,1.266666667,,,,,,,,,,
67,COS-BEACH,2020-03-09,400,1.3047,1.4176,1.4305,1.4285,0.002,0.005,5,2.5,,,,,,,,,,
68,COS-BEACH,2020-03-09,400,1.2777,1.3902,1.4062,1.4038,0.0024,0.006,6,3,,,,,,,,,,
69,COS-BEACH,2020-03-09,400,1.2944,1.407,1.4233,1.4208,0.0025,0.00625,6.25,3.125,,,,,,,,,,
3,BABYMARSH,2020-03-09,650,1.2889,1.4006,1.4074,1.406,0.0014,0.002153846,2.153846154,1.076923077,,,,,,,,,,
15,BABYMARSH,2020-03-09,600,1.3014,1.4127,1.4185,1.4171,0.0014,0.002333333,2.333333333,1.166666667,,,,,,,,,,
16,BABYMARSH,2020-03-09,500,1.3057,1.418,1.4261,1.4249,0.0012,0.0024,2.4,1.2,,,,,,,,,,
23,KNAGGS,2020-03-10,250,1.3079,1.4192,1.4447,1.442,0.0027,0.0108,10.8,5.4,,,,,,,,,,
25,KNAGGS,2020-03-10,250,1.3024,1.4142,1.4302,1.4282,0.002,0.008,8,4,,,,,,,,,,
33,KNAGGS,2020-03-10,250,1.2861,1.3986,1.4179,1.4157,0.0022,0.0088,8.8,4.4,,,,,,,,,,
49,MOK-US-RR,2020-03-16,1500,1.2934,1.4051,1.4095,1.4088,0.0007,0.000466667,0.466666667,0.233333333,,,,,,,,,,
2,MOK-US-RR,2020-03-16,1500,1.2768,1.3893,1.3945,1.3939,0.0006,0.0004,0.4,0.2,,,,,,,,,,
4,MOK-US-RR,2020-03-16,1500,1.3111,1.4221,1.4278,1.427,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
11,KNAGGS,2020-03-17,500,1.3141,1.4262,1.4346,1.4325,0.0021,0.0042,4.2,2.1,,,,,,,,,,
12,KNAGGS,2020-03-17,500,1.3031,1.4145,1.4239,1.4211,0.0028,0.0056,5.6,2.8,,,,,,,,,,
17,KNAGGS,2020-03-17,500,1.2976,1.4077,1.4166,1.4144,0.0022,0.0044,4.4,2.2,,,,,,,,,,
30,COS-BEACH,2020-03-16,700,1.3085,1.4189,1.4276,1.4266,0.001,0.001428571,1.428571429,0.714285714,,,,,,,,,,
31,COS-BEACH,2020-03-16,700,1.3059,1.4177,1.4271,1.4256,0.0015,0.002142857,2.142857143,1.071428571,,,,,,,,,,
34,COS-BEACH,2020-03-16,700,1.31,1.4211,1.4301,1.4288,0.0013,0.001857143,1.857142857,0.928571429,,,,,,,,,,
51,XSSAC,2020-03-16,800,1.2741,1.385,1.3993,1.3978,0.0015,0.001875,1.875,0.9375,,,,,,,,,,
52,XSSAC,2020-03-16,800,1.3032,1.4065,1.4199,1.4187,0.0012,0.0015,1.5,0.75,,,,,,,,,,
53,XSSAC,2020-03-16,800,1.2961,1.4069,1.4238,1.4218,0.002,0.0025,2.5,1.25,,,,,,,,,,
56,BABYMARSH,2020-03-16,900,1.2831,1.395,1.4044,1.4029,0.0015,0.001666667,1.666666667,0.833333333,,,,,,,,,,
57,BABYMARSH,2020-03-16,900,1.3066,1.418,1.4281,1.4267,0.0014,0.001555556,1.555555556,0.777777778,,,,,,,,,,
59,BABYMARSH,2020-03-16,900,1.3005,1.4125,1.4226,1.4213,0.0013,0.001444444,1.444444444,0.722222222,,,,,,,,,,
10,KNAGGS,2020-03-23,290,1.2904,1.4033,1.4112,1.4074,0.0038,0.013103448,13.10344828,6.551724138,,,,,,,,,,
15,KNAGGS,2020-03-23,200,1.3014,1.4124,1.4203,1.417,0.0033,0.0165,16.5,8.25,,,,,,,,,,
16,KNAGGS,2020-03-23,200,1.3058,1.4188,1.4269,1.4228,0.0041,0.0205,20.5,10.25,,,,,,,,,,
25,COS-BEACH,2020-03-23,450,1.3024,1.4144,1.4257,1.4236,0.0021,0.004666667,4.666666667,2.333333333,,,,,,,,,,
27,COS-BEACH,2020-03-22,400,1.2913,1.4032,1.4139,1.4118,0.0021,0.00525,5.25,2.625,,,,,,,,,,
29,COS-BEACH,2020-03-22,400,1.3033,1.415,1.4301,1.4277,0.0024,0.006,6,3,,,,,,,,,,
43,BABYMARSH,2020-03-22,650,1.2972,1.4081,1.4186,1.4172,0.0014,0.002153846,2.153846154,1.076923077,,,,,,,,,,
46,BABYMARSH,2020-03-23,700,1.2967,1.4092,1.421,1.4192,0.0018,0.002571429,2.571428571,1.285714286,,,,,,,,,,
47,BABYMARSH,2020-03-23,700,1.2925,1.4037,1.4159,1.4142,0.0017,0.002428571,2.428571429,1.214285714,,,,,,,,,,
54,XSSAC,2020-03-23,900,1.286,1.3972,1.414,1.4118,0.0022,0.002444444,2.444444444,1.222222222,,,,,,,,,,
55,XSSAC,2020-03-23,900,1.3011,1.4119,1.4289,1.4267,0.0022,0.002444444,2.444444444,1.222222222,,,,,,,,,,
58,XSSAC,2020-03-23,1000,1.3051,1.4171,1.4356,1.4332,0.0024,0.0024,2.4,1.2,,,,,,,,,,
62,MOK-US-RR,2020-03-22,1500,1.2808,1.3916,1.3958,1.3948,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
63,MOK-US-RR,2020-03-22,1500,1.2911,1.4026,1.4061,1.4053,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
64,MOK-US-RR,2020-03-22,1500,1.2766,1.3895,1.3924,1.3917,0.0007,0.000466667,0.466666667,0.233333333,,,,,,,,,,
4,MOK-US-RR,2020-05-08,1500,1.3109,1.4233,1.4331,1.4317,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
11,MOK-US-RR,2020-05-08,1500,1.314,1.4251,1.4382,1.4362,0.002,0.001333333,1.333333333,0.666666667,,,,,,,,,,
12,MOK-US-RR,2020-05-08,1500,1.3029,1.4151,1.4255,1.4238,0.0017,0.001133333,1.133333333,0.566666667,,,,,,,,,,
30,XSSAC,2020-05-08,700,1.3086,1.4203,1.4374,1.4353,0.0021,0.003,3,1.5,,,,,,,,,,
31,XSSAC,2020-05-08,850,1.3061,1.4173,1.4377,1.4356,0.0021,0.002470588,2.470588235,1.235294118,,,,,,,,,,
33,XSSAC,2020-05-08,850,1.2859,1.3964,1.4157,1.4135,0.0022,0.002588235,2.588235294,1.294117647,,,,,,,,,,
48,COS-BEACH,2020-05-08,430,1.2993,1.4111,1.4218,1.4197,0.0021,0.004883721,4.88372093,2.441860465,,,,,,,,,,
49,COS-BEACH,2020-05-08,500,1.2934,1.4052,1.4141,1.4124,0.0017,0.0034,3.4,1.7,,,,,,,,,,
51,COS-BEACH,2020-05-08,470,1.2736,1.3845,1.3974,1.3954,0.002,0.004255319,4.255319149,2.127659574,,,,,,,,,,
56,BABYMARSH,2020-05-08,500,1.2832,1.3942,1.4053,1.4048,0.0005,0.001,1,0.5,,,,,,,,,,
57,BABYMARSH,2020-05-08,500,1.3066,1.4184,1.4267,1.4257,0.001,0.002,2,1,,,,,,,,,,
59,BABYMARSH,2020-05-08,500,1.2988,1.4117,1.4251,1.4238,0.0013,0.0026,2.6,1.3,,,,,,,,,,
12,COS-BEACH,2020-06-09,825,1.3039,1.4144,1.4207,1.4195,0.0012,0.001454545,1.454545455,0.727272727,,,,,,,,,,
15,COS-BEACH,2020-06-09,720,1.3017,1.4138,1.422,1.4205,0.0015,0.002083333,2.083333333,1.041666667,,,,,,,,,,
16,COS-BEACH,2020-06-09,800,1.3059,1.4169,1.4256,1.4239,0.0017,0.002125,2.125,1.0625,,,,,,,,,,
23,MOK-US-RR,2020-06-09,1310,1.3081,1.4202,1.4307,1.4289,0.0018,0.001374046,1.374045802,0.687022901,,,,,,,,,,
25,MOK-US-RR,2020-06-09,1135,1.3026,1.4143,1.4228,1.4212,0.0016,0.001409692,1.40969163,0.704845815,,,,,,,,,,
27,MOK-US-RR,2020-06-09,1155,1.2914,1.4041,1.4135,1.4122,0.0013,0.001125541,1.125541126,0.562770563,,,,,,,,,,
31,BABYMARSH,2020-06-09,800,1.3062,1.4186,1.4285,1,0.0019,0.002375,2.375,1.1875,,,,,,,,,,
33,BABYMARSH,2020-06-09,800,1.2862,1.3975,1.4069,1.4054,0.0015,0.001875,1.875,0.9375,,,,,,,,,,
34,BABYMARSH,2020-06-09,850,1.31,1.4222,1.4311,1.4299,0.0012,0.001411765,1.411764706,0.705882353,,,,,,,,,,
43,XSSAC,2020-06-09,1000,1.2975,1.4088,1.4199,1.4188,0.0011,0.0011,1.1,0.55,,,,,,,,,,
44,XSSAC,2020-06-09,1000,1.2946,1.4057,1.4179,1.4163,0.0016,0.0016,1.6,0.8,,,,,,,,,,
46,XSSAC,2020-06-09,1000,1.2971,1.409,1.4226,1.4212,0.0014,0.0014,1.4,0.7,,,,,,,,,,
15,BABYMARSH,2020-07-16,650,1.3017,1.4122,1.4249,1.4229,0.002,0.003076923,3.076923077,1.538461538,,,,,,,,,,
17,BABYMARSH,2020-07-16,650,1.2973,1.4087,1.4209,1.4192,0.0017,0.002615385,2.615384615,1.307692308,,,,,,,,,,
23,BABYMARSH,2020-07-16,650,1.3082,1.4207,1.4328,1.4309,0.0019,0.002923077,2.923076923,1.461538462,,,,,,,,,,
30,MOK-US-RR,2020-07-16,1300,1.3084,1.4204,1.4307,1.4288,0.0019,0.001461538,1.461538462,0.730769231,,,,,,,,,,
31,MOK-US-RR,2020-07-16,1300,1.3062,1.4169,1.4272,1.4255,0.0017,0.001307692,1.307692308,0.653846154,,,,,,,,,,
33,MOK-US-RR,2020-07-16,1300,1.2864,1.3984,1.4094,1.4075,0.0019,0.001461538,1.461538462,0.730769231,,,,,,,,,,
41,COS-BEACH,2020-07-16,750,1.2994,1.4124,1.4213,1.4194,0.0019,0.002533333,2.533333333,1.266666667,,,,,,,,,,
43,COS-BEACH,2020-07-16,750,1.2978,1.4096,1.419,1.4172,0.0018,0.0024,2.4,1.2,,,,,,,,,,
44,COS-BEACH,2020-07-16,750,1.2946,1.4074,1.4162,1.4145,0.0017,0.002266667,2.266666667,1.133333333,,,,,,,,,,
49,XSSAC,2020-07-16,1350,1.2937,1.4059,1.4216,1.4202,0.0014,0.001037037,1.037037037,0.518518519,,,,,,,,,,
50,XSSAC,2020-07-16,1350,1.2978,1.4093,1.4256,1.4237,0.0019,0.001407407,1.407407407,0.703703704,,,,,,,,,,
51,XSSAC,2020-07-16,1350,1.2737,1.3865,1.4043,1.4025,0.0018,0.001333333,1.333333333,0.666666667,,,,,,,,,,
72,BABYMARSH,2020-08-17,900,1.2988,1.4111,1.4242,1.4222,0.002,0.002222222,2.222222222,1.111111111,,,,,,,,,,
47,BABYMARSH,2020-08-17,900,1.2929,1.406,1.4181,1.416,0.0021,0.002333333,2.333333333,1.166666667,,,,,,,,,,
15,BABYMARSH,2020-08-17,900,1.3017,1.4145,1.4285,1.4259,0.0026,0.002888889,2.888888889,1.444444444,,,,,,,,,,
27,MOK-US-RR,2020-08-17,1200,1.2917,1.4035,1.4153,1.4131,0.0022,0.001833333,1.833333333,0.916666667,,,,,,,,,,
29,MOK-US-RR,2020-08-17,1000,1.3039,1.4172,1.4278,1.4261,0.0017,0.0017,1.7,0.85,,,,,,,,,,
30,MOK-US-RR,2020-08-17,1200,1.3088,1.4214,1.4298,1.4281,0.0017,0.001416667,1.416666667,0.708333333,,,,,,,,,,
34,COS-BEACH,2020-08-17,1250,1.3103,1.4226,1.4295,1.4277,0.0018,0.00144,1.44,0.72,,,,,,,,,,
35,COS-BEACH,2020-08-17,1250,1.3127,1.4259,1.4331,1.4312,0.0019,0.00152,1.52,0.76,,,,,,,,,,
41,COS-BEACH,2020-08-17,1250,1.2997,1.4116,1.4188,1.4167,0.0021,0.00168,1.68,0.84,,,,,,,,,,
46,XSSAC,2020-08-17,1500,1.2971,1.4093,1.4333,1.4309,0.0024,0.0016,1.6,0.8,,,,,,,,,,
48,XSSAC,2020-08-17,1500,1.2995,1.4115,1.4363,1.4338,0.0025,0.001666667,1.666666667,0.833333333,,,,,,,,,,
49,XSSAC,2020-08-17,1500,1.2938,1.406,1.4299,1.4274,0.0025,0.001666667,1.666666667,0.833333333,,,,,,,,,,
15,BABYMARSH,2020-10-07,500,1.3019,1.4136,1.4274,1.4256,0.0018,0.0036,3.6,1.8,,,,,,,,,,
27,BABYMARSH,2020-10-07,500,1.2918,1.404,1.4186,1.4165,0.0021,0.0042,4.2,2.1,,,,,,,,,,
29,BABYMARSH,2020-10-07,500,1.3039,1.4165,1.4315,1.4295,0.002,0.004,4,2,,,,,,,,,,
33,MOK-US-RR,2020-10-07,1500,1.2866,1.3989,1.4019,1.4011,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
34,MOK-US-RR,2020-10-07,1500,1.3104,1.4244,1.4268,1.4257,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
35,MOK-US-RR,2020-10-07,1500,1.3127,1.4249,1.4316,1.4305,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
44,COS-BEACH,2020-10-07,500,1.295,1.4083,1.4136,1.4121,0.0015,0.003,3,1.5,,,,,,,,,,
47,COS-BEACH,2020-10-07,600,1.2931,1.4065,1.4122,1,0.0012,0.002,2,1,,,,,,,,,,
50,COS-BEACH,2020-10-07,600,1.2979,1.4109,1.4162,1.4147,0.0015,0.0025,2.5,1.25,,,,,,,,,,
56,XSSAC,2020-10-07,1500,1.2838,1.3962,1.4053,1.4041,0.0012,0.0008,0.8,0.4,,,,,,,,,,
58,XSSAC,2020-10-07,1500,1.3046,1.418,1.4282,1.4265,0.0017,0.001133333,1.133333333,0.566666667,,,,,,,,,,
60,XSSAC,2020-10-07,1500,1.3099,1.4159,1.4265,1.4251,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
15,BABYMARSH,2020-11-06,1000,1.3013,1.4131,1.4232,1.4219,0.0013,0.0013,1.3,0.65,,,,,,,,,,
22,BABYMARSH,2020-11-06,1000,1.3151,1.4259,1.4363,1.435,0.0013,0.0013,1.3,0.65,,,,,,,,,,
26,BABYMARSH,2020-11-06,1000,1.2987,1.4105,1.4217,1.4201,0.0016,0.0016,1.6,0.8,,,,,,,,,,
30,MOK-US-RR,2020-11-06,1500,1.3089,1.4202,1.4259,1.4249,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
31,MOK-US-RR,2020-11-06,1500,1.3065,1.419,1.4239,1.4228,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
33,MOK-US-RR,2020-11-06,1500,1.2864,1.3981,1.4039,1.4028,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
41,COS-BEACH,2020-11-06,1250,1.3,1.4129,1.4213,1.4199,0.0014,0.00112,1.12,0.56,,,,,,,,,,
43,COS-BEACH,2020-11-06,1000,1.2985,1.4129,1.4202,1.4191,0.0011,0.0011,1.1,0.55,,,,,,,,,,
44,COS-BEACH,2020-11-06,1000,1.2953,1.4081,1.4157,1.4145,0.0012,0.0012,1.2,0.6,,,,,,,,,,
49,XSSAC,2020-11-06,1500,1.2938,1.4053,1.4163,1.415,0.0013,0.000866667,0.866666667,0.433333333,,,,,,,,,,
50,XSSAC,2020-11-06,1500,1.2982,1.4113,1.4236,1.4222,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
51,XSSAC,2020-11-06,1500,1.274,1.3873,1.3979,1.3965,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
8,MOK-US-RR,2020-12-11,1500,1.296,1.4071,1.411,1.4099,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
9,MOK-US-RR,2020-12-11,1500,1.2893,1.4032,1.409,1.4079,0.0011,0.000733333,0.733333333,0.366666667,,,,,,,,,,
10,MOK-US-RR,2020-12-11,1500,1.2922,1.4051,1.409,1.4082,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
14,XSSAC,2020-12-11,1500,1.3081,1.422,1.4282,1.427,0.0012,0.0008,0.8,0.4,,,,,,,,,,
16,XSSAC,2020-12-11,1500,1.306,1.4178,1.4285,1.427,0.0015,0.001,1,0.5,,,,,,,,,,
17,XSSAC,2020-12-11,1500,1.2977,1.4094,1.4229,1.4213,0.0016,0.001066667,1.066666667,0.533333333,,,,,,,,,,
23,BABYMARSH,2020-12-11,700,1.3083,1.4204,1.431,1.4295,0.0015,0.002142857,2.142857143,1.071428571,,,,,,,,,,
24,BABYMARSH,2020-12-11,700,1.2966,1.4089,1.4213,1.4197,0.0016,0.002285714,2.285714286,1.142857143,,,,,,,,,,
25,BABYMARSH,2020-12-11,700,1.3039,1.4144,1.4227,1.4216,0.0011,0.001571429,1.571428571,0.785714286,,,,,,,,,,
34,COS-BEACH,2020-12-11,1000,1.3107,1.423,1.4292,1.4278,0.0014,0.0014,1.4,0.7,,,,,,,,,,
35,COS-BEACH,2020-12-11,1000,1.3129,1.4262,1.4321,1.4308,0.0013,0.0013,1.3,0.65,,,,,,,,,,
47,COS-BEACH,2020-12-11,1000,1.2936,1.4075,1.4135,1.4122,0.0013,0.0013,1.3,0.65,,,,,,,,,,
